GeoFips,GeoName,LineCode,Description,Income
31099,"Kearney, NE",2,Population (persons) 1/,6585
31099,"Kearney, NE",3,Per capita personal income (dollars) 2/,108975
31101,"Keith, NE",1,Personal income (thousands of dollars),347461
31101,"Keith, NE",2,Population (persons) 1/,8063
31101,"Keith, NE",3,Per capita personal income (dollars) 2/,43093
31103,"Keya Paha, NE",1,Personal income (thousands of dollars),56144
31103,"Keya Paha, NE",2,Population (persons) 1/,804
31103,"Keya Paha, NE",3,Per capita personal income (dollars) 2/,69831
31105,"Kimball, NE",1,Personal income (thousands of dollars),158340
31105,"Kimball, NE",2,Population (persons) 1/,3689
31105,"Kimball, NE",3,Per capita personal income (dollars) 2/,42922
31107,"Knox, NE",1,Personal income (thousands of dollars),397104
31107,"Knox, NE",2,Population (persons) 1/,8543
31107,"Knox, NE",3,Per capita personal income (dollars) 2/,46483
31109,"Lancaster, NE",1,Personal income (thousands of dollars),13501983
31109,"Lancaster, NE",2,Population (persons) 1/,306468
31109,"Lancaster, NE",3,Per capita personal income (dollars) 2/,44057
31111,"Lincoln, NE",1,Personal income (thousands of dollars),1704924
31111,"Lincoln, NE",2,Population (persons) 1/,35656
31111,"Lincoln, NE",3,Per capita personal income (dollars) 2/,47816
31113,"Logan, NE",1,Personal income (thousands of dollars),38057
31113,"Logan, NE",2,Population (persons) 1/,777
31113,"Logan, NE",3,Per capita personal income (dollars) 2/,48979
31115,"Loup, NE",1,Personal income (thousands of dollars),36158
31115,"Loup, NE",2,Population (persons) 1/,585
31115,"Loup, NE",3,Per capita personal income (dollars) 2/,61809
31117,"McPherson, NE",1,Personal income (thousands of dollars),28205
31117,"McPherson, NE",2,Population (persons) 1/,475
31117,"McPherson, NE",3,Per capita personal income (dollars) 2/,59379
31119,"Madison, NE",1,Personal income (thousands of dollars),1573766
31119,"Madison, NE",2,Population (persons) 1/,35039
31119,"Madison, NE",3,Per capita personal income (dollars) 2/,44915
31121,"Merrick, NE",1,Personal income (thousands of dollars),382423
31121,"Merrick, NE",2,Population (persons) 1/,7787
31121,"Merrick, NE",3,Per capita personal income (dollars) 2/,49110
31123,"Morrill, NE",1,Personal income (thousands of dollars),242443
31123,"Morrill, NE",2,Population (persons) 1/,4854
31123,"Morrill, NE",3,Per capita personal income (dollars) 2/,49947
31125,"Nance, NE",1,Personal income (thousands of dollars),154430
31125,"Nance, NE",2,Population (persons) 1/,3595
31125,"Nance, NE",3,Per capita personal income (dollars) 2/,42957
31127,"Nemaha, NE",1,Personal income (thousands of dollars),302075
31127,"Nemaha, NE",2,Population (persons) 1/,7046
31127,"Nemaha, NE",3,Per capita personal income (dollars) 2/,42872
31129,"Nuckolls, NE",1,Personal income (thousands of dollars),174761
31129,"Nuckolls, NE",2,Population (persons) 1/,4329
31129,"Nuckolls, NE",3,Per capita personal income (dollars) 2/,40370
31131,"Otoe, NE",1,Personal income (thousands of dollars),679981
31131,"Otoe, NE",2,Population (persons) 1/,15984
31131,"Otoe, NE",3,Per capita personal income (dollars) 2/,42541
31133,"Pawnee, NE",1,Personal income (thousands of dollars),123392
31133,"Pawnee, NE",2,Population (persons) 1/,2659
31133,"Pawnee, NE",3,Per capita personal income (dollars) 2/,46405
31135,"Perkins, NE",1,Personal income (thousands of dollars),148285
31135,"Perkins, NE",2,Population (persons) 1/,2944
31135,"Perkins, NE",3,Per capita personal income (dollars) 2/,50369
31137,"Phelps, NE",1,Personal income (thousands of dollars),538992
31137,"Phelps, NE",2,Population (persons) 1/,9296
31137,"Phelps, NE",3,Per capita personal income (dollars) 2/,57981
31139,"Pierce, NE",1,Personal income (thousands of dollars),462032
31139,"Pierce, NE",2,Population (persons) 1/,7208
31139,"Pierce, NE",3,Per capita personal income (dollars) 2/,64100
31141,"Platte, NE",1,Personal income (thousands of dollars),1484467
31141,"Platte, NE",2,Population (persons) 1/,32847
31141,"Platte, NE",3,Per capita personal income (dollars) 2/,45193
31143,"Polk, NE",1,Personal income (thousands of dollars),259626
31143,"Polk, NE",2,Population (persons) 1/,5202
31143,"Polk, NE",3,Per capita personal income (dollars) 2/,49909
31145,"Red Willow, NE",1,Personal income (thousands of dollars),505389
31145,"Red Willow, NE",2,Population (persons) 1/,10829
31145,"Red Willow, NE",3,Per capita personal income (dollars) 2/,46670
31147,"Richardson, NE",1,Personal income (thousands of dollars),340384
31147,"Richardson, NE",2,Population (persons) 1/,8094
31147,"Richardson, NE",3,Per capita personal income (dollars) 2/,42054
31149,"Rock, NE",1,Personal income (thousands of dollars),92486
31149,"Rock, NE",2,Population (persons) 1/,1381
31149,"Rock, NE",3,Per capita personal income (dollars) 2/,66970
31151,"Saline, NE",1,Personal income (thousands of dollars),543549
31151,"Saline, NE",2,Population (persons) 1/,14282
31151,"Saline, NE",3,Per capita personal income (dollars) 2/,38058
31153,"Sarpy, NE",1,Personal income (thousands of dollars),7874348
31153,"Sarpy, NE",2,Population (persons) 1/,175692
31153,"Sarpy, NE",3,Per capita personal income (dollars) 2/,44819
31155,"Saunders, NE",1,Personal income (thousands of dollars),967471
31155,"Saunders, NE",2,Population (persons) 1/,21016
31155,"Saunders, NE",3,Per capita personal income (dollars) 2/,46035
31157,"Scotts Bluff, NE",1,Personal income (thousands of dollars),1486135
31157,"Scotts Bluff, NE",2,Population (persons) 1/,36261
31157,"Scotts Bluff, NE",3,Per capita personal income (dollars) 2/,40984
31159,"Seward, NE",1,Personal income (thousands of dollars),778569
31159,"Seward, NE",2,Population (persons) 1/,17110
31159,"Seward, NE",3,Per capita personal income (dollars) 2/,45504
31161,"Sheridan, NE",1,Personal income (thousands of dollars),241890
31161,"Sheridan, NE",2,Population (persons) 1/,5220
31161,"Sheridan, NE",3,Per capita personal income (dollars) 2/,46339
31163,"Sherman, NE",1,Personal income (thousands of dollars),124485
31163,"Sherman, NE",2,Population (persons) 1/,3091
31163,"Sherman, NE",3,Per capita personal income (dollars) 2/,40273
31165,"Sioux, NE",1,Personal income (thousands of dollars),78875
31165,"Sioux, NE",2,Population (persons) 1/,1260
31165,"Sioux, NE",3,Per capita personal income (dollars) 2/,62599
31167,"Stanton, NE",1,Personal income (thousands of dollars),268607
31167,"Stanton, NE",2,Population (persons) 1/,5937
31167,"Stanton, NE",3,Per capita personal income (dollars) 2/,45243
31169,"Thayer, NE",1,Personal income (thousands of dollars),267351
31169,"Thayer, NE",2,Population (persons) 1/,5163
31169,"Thayer, NE",3,Per capita personal income (dollars) 2/,51782
31171,"Thomas, NE",1,Personal income (thousands of dollars),44383
31171,"Thomas, NE",2,Population (persons) 1/,684
31171,"Thomas, NE",3,Per capita personal income (dollars) 2/,64887
31173,"Thurston, NE",1,Personal income (thousands of dollars),331940
31173,"Thurston, NE",2,Population (persons) 1/,7064
31173,"Thurston, NE",3,Per capita personal income (dollars) 2/,46990
31175,"Valley, NE",1,Personal income (thousands of dollars),181367
31175,"Valley, NE",2,Population (persons) 1/,4154
31175,"Valley, NE",3,Per capita personal income (dollars) 2/,43661
31177,"Washington, NE",1,Personal income (thousands of dollars),1009061
31177,"Washington, NE",2,Population (persons) 1/,20248
31177,"Washington, NE",3,Per capita personal income (dollars) 2/,49835
31179,"Wayne, NE",1,Personal income (thousands of dollars),403234
31179,"Wayne, NE",2,Population (persons) 1/,9367
31179,"Wayne, NE",3,Per capita personal income (dollars) 2/,43048
31181,"Webster, NE",1,Personal income (thousands of dollars),170473
31181,"Webster, NE",2,Population (persons) 1/,3625
31181,"Webster, NE",3,Per capita personal income (dollars) 2/,47027
31183,"Wheeler, NE",1,Personal income (thousands of dollars),93878
31183,"Wheeler, NE",2,Population (persons) 1/,750
31183,"Wheeler, NE",3,Per capita personal income (dollars) 2/,125171
31185,"York, NE",1,Personal income (thousands of dollars),669739
31185,"York, NE",2,Population (persons) 1/,13806
31185,"York, NE",3,Per capita personal income (dollars) 2/,48511
32001,"Churchill, NV",1,Personal income (thousands of dollars),892404
32001,"Churchill, NV",2,Population (persons) 1/,24200
32001,"Churchill, NV",3,Per capita personal income (dollars) 2/,36876
32003,"Clark, NV",1,Personal income (thousands of dollars),85970490
32003,"Clark, NV",2,Population (persons) 1/,2114801
32003,"Clark, NV",3,Per capita personal income (dollars) 2/,40652
32005,"Douglas, NV",1,Personal income (thousands of dollars),2860357
32005,"Douglas, NV",2,Population (persons) 1/,47710
32005,"Douglas, NV",3,Per capita personal income (dollars) 2/,59953
32007,"Elko, NV",1,Personal income (thousands of dollars),2274302
32007,"Elko, NV",2,Population (persons) 1/,51935
32007,"Elko, NV",3,Per capita personal income (dollars) 2/,43791
32009,"Esmeralda, NV",1,Personal income (thousands of dollars),37566
32009,"Esmeralda, NV",2,Population (persons) 1/,829
32009,"Esmeralda, NV",3,Per capita personal income (dollars) 2/,45315
32011,"Eureka, NV",1,Personal income (thousands of dollars),75390
32011,"Eureka, NV",2,Population (persons) 1/,2016
32011,"Eureka, NV",3,Per capita personal income (dollars) 2/,37396
32013,"Humboldt, NV",1,Personal income (thousands of dollars),752214
32013,"Humboldt, NV",2,Population (persons) 1/,17019
32013,"Humboldt, NV",3,Per capita personal income (dollars) 2/,44198
32015,"Lander, NV",1,Personal income (thousands of dollars),312776
32015,"Lander, NV",2,Population (persons) 1/,5903
32015,"Lander, NV",3,Per capita personal income (dollars) 2/,52986
32017,"Lincoln, NV",1,Personal income (thousands of dollars),143843
32017,"Lincoln, NV",2,Population (persons) 1/,5036
32017,"Lincoln, NV",3,Per capita personal income (dollars) 2/,28563
32019,"Lyon, NV",1,Personal income (thousands of dollars),1725931
32019,"Lyon, NV",2,Population (persons) 1/,52585
32019,"Lyon, NV",3,Per capita personal income (dollars) 2/,32822
32021,"Mineral, NV",1,Personal income (thousands of dollars),158277
32021,"Mineral, NV",2,Population (persons) 1/,4478
32021,"Mineral, NV",3,Per capita personal income (dollars) 2/,35345
32023,"Nye, NV",1,Personal income (thousands of dollars),1481231
32023,"Nye, NV",2,Population (persons) 1/,42477
32023,"Nye, NV",3,Per capita personal income (dollars) 2/,34871
32027,"Pershing, NV",1,Personal income (thousands of dollars),205245
32027,"Pershing, NV",2,Population (persons) 1/,6634
32027,"Pershing, NV",3,Per capita personal income (dollars) 2/,30938
32029,"Storey, NV",1,Personal income (thousands of dollars),163574
32029,"Storey, NV",2,Population (persons) 1/,3987
32029,"Storey, NV",3,Per capita personal income (dollars) 2/,41027
32031,"Washoe, NV",1,Personal income (thousands of dollars),21265239
32031,"Washoe, NV",2,Population (persons) 1/,446903
32031,"Washoe, NV",3,Per capita personal income (dollars) 2/,47584
32033,"White Pine, NV",1,Personal income (thousands of dollars),408582
32033,"White Pine, NV",2,Population (persons) 1/,9811
32033,"White Pine, NV",3,Per capita personal income (dollars) 2/,41645
32510,"Carson City (Independent City), NV",1,Personal income (thousands of dollars),2368549
32510,"Carson City (Independent City), NV",2,Population (persons) 1/,54521
32510,"Carson City (Independent City), NV",3,Per capita personal income (dollars) 2/,43443
33001,"Belknap, NH",1,Personal income (thousands of dollars),3344928
33001,"Belknap, NH",2,Population (persons) 1/,60641
33001,"Belknap, NH",3,Per capita personal income (dollars) 2/,55160
33003,"Carroll, NH",1,Personal income (thousands of dollars),2538344
33003,"Carroll, NH",2,Population (persons) 1/,47285
33003,"Carroll, NH",3,Per capita personal income (dollars) 2/,53682
33005,"Cheshire, NH",1,Personal income (thousands of dollars),3715154
33005,"Cheshire, NH",2,Population (persons) 1/,75909
33005,"Cheshire, NH",3,Per capita personal income (dollars) 2/,48942
33007,"Coos, NH",1,Personal income (thousands of dollars),1286023
33007,"Coos, NH",2,Population (persons) 1/,31212
33007,"Coos, NH",3,Per capita personal income (dollars) 2/,41203
33009,"Grafton, NH",1,Personal income (thousands of dollars),5018213
33009,"Grafton, NH",2,Population (persons) 1/,89320
33009,"Grafton, NH",3,Per capita personal income (dollars) 2/,56182
33011,"Hillsborough, NH",1,Personal income (thousands of dollars),23253721
33011,"Hillsborough, NH",2,Population (persons) 1/,406678
33011,"Hillsborough, NH",3,Per capita personal income (dollars) 2/,57180
33013,"Merrimack, NH",1,Personal income (thousands of dollars),7875229
33013,"Merrimack, NH",2,Population (persons) 1/,147994
33013,"Merrimack, NH",3,Per capita personal income (dollars) 2/,53213
33015,"Rockingham, NH",1,Personal income (thousands of dollars),19439549
33015,"Rockingham, NH",2,Population (persons) 1/,301777
33015,"Rockingham, NH",3,Per capita personal income (dollars) 2/,64417
33017,"Strafford, NH",1,Personal income (thousands of dollars),5817153
33017,"Strafford, NH",2,Population (persons) 1/,126825
33017,"Strafford, NH",3,Per capita personal income (dollars) 2/,45868
33019,"Sullivan, NH",1,Personal income (thousands of dollars),2099693
33019,"Sullivan, NH",2,Population (persons) 1/,42967
33019,"Sullivan, NH",3,Per capita personal income (dollars) 2/,48868
34001,"Atlantic, NJ",1,Personal income (thousands of dollars),11982052
34001,"Atlantic, NJ",2,Population (persons) 1/,274219
34001,"Atlantic, NJ",3,Per capita personal income (dollars) 2/,43695
34003,"Bergen, NJ",1,Personal income (thousands of dollars),71184480
34003,"Bergen, NJ",2,Population (persons) 1/,938506
34003,"Bergen, NJ",3,Per capita personal income (dollars) 2/,75849
34005,"Burlington, NJ",1,Personal income (thousands of dollars),24864781
34005,"Burlington, NJ",2,Population (persons) 1/,450226
34005,"Burlington, NJ",3,Per capita personal income (dollars) 2/,55227
34007,"Camden, NJ",1,Personal income (thousands of dollars),24567423
34007,"Camden, NJ",2,Population (persons) 1/,510923
34007,"Camden, NJ",3,Per capita personal income (dollars) 2/,48084
34009,"Cape May, NJ",1,Personal income (thousands of dollars),5049839
34009,"Cape May, NJ",2,Population (persons) 1/,94727
34009,"Cape May, NJ",3,Per capita personal income (dollars) 2/,53309
34011,"Cumberland, NJ",1,Personal income (thousands of dollars),5650199
34011,"Cumberland, NJ",2,Population (persons) 1/,155854
34011,"Cumberland, NJ",3,Per capita personal income (dollars) 2/,36253
34013,"Essex, NJ",1,Personal income (thousands of dollars),47869828
34013,"Essex, NJ",2,Population (persons) 1/,797434
34013,"Essex, NJ",3,Per capita personal income (dollars) 2/,60030
34015,"Gloucester, NJ",1,Personal income (thousands of dollars),14223807
34015,"Gloucester, NJ",2,Population (persons) 1/,291479
34015,"Gloucester, NJ",3,Per capita personal income (dollars) 2/,48799
34017,"Hudson, NJ",1,Personal income (thousands of dollars),36403760
34017,"Hudson, NJ",2,Population (persons) 1/,674836
34017,"Hudson, NJ",3,Per capita personal income (dollars) 2/,53945
34019,"Hunterdon, NJ",1,Personal income (thousands of dollars),10134291
34019,"Hunterdon, NJ",2,Population (persons) 1/,125488
34019,"Hunterdon, NJ",3,Per capita personal income (dollars) 2/,80759
34021,"Mercer, NJ",1,Personal income (thousands of dollars),23489630
34021,"Mercer, NJ",2,Population (persons) 1/,371398
34021,"Mercer, NJ",3,Per capita personal income (dollars) 2/,63247
34023,"Middlesex, NJ",1,Personal income (thousands of dollars),44960514
34023,"Middlesex, NJ",2,Population (persons) 1/,840900
34023,"Middlesex, NJ",3,Per capita personal income (dollars) 2/,53467
34025,"Monmouth, NJ",1,Personal income (thousands of dollars),43639281
34025,"Monmouth, NJ",2,Population (persons) 1/,628715
34025,"Monmouth, NJ",3,Per capita personal income (dollars) 2/,69410
34027,"Morris, NJ",1,Personal income (thousands of dollars),43248313
34027,"Morris, NJ",2,Population (persons) 1/,499509
34027,"Morris, NJ",3,Per capita personal income (dollars) 2/,86582
34029,"Ocean, NJ",1,Personal income (thousands of dollars),27145132
34029,"Ocean, NJ",2,Population (persons) 1/,588721
34029,"Ocean, NJ",3,Per capita personal income (dollars) 2/,46109
34031,"Passaic, NJ",1,Personal income (thousands of dollars),24109506
34031,"Passaic, NJ",2,Population (persons) 1/,510916
34031,"Passaic, NJ",3,Per capita personal income (dollars) 2/,47189
34033,"Salem, NJ",1,Personal income (thousands of dollars),2843410
34033,"Salem, NJ",2,Population (persons) 1/,64180
34033,"Salem, NJ",3,Per capita personal income (dollars) 2/,44304
34035,"Somerset, NJ",1,Personal income (thousands of dollars),28850320
34035,"Somerset, NJ",2,Population (persons) 1/,333654
34035,"Somerset, NJ",3,Per capita personal income (dollars) 2/,86468
34037,"Sussex, NJ",1,Personal income (thousands of dollars),7973490
34037,"Sussex, NJ",2,Population (persons) 1/,143673
34037,"Sussex, NJ",3,Per capita personal income (dollars) 2/,55497
34039,"Union, NJ",1,Personal income (thousands of dollars),33396484
34039,"Union, NJ",2,Population (persons) 1/,555786
34039,"Union, NJ",3,Per capita personal income (dollars) 2/,60089
34041,"Warren, NJ",1,Personal income (thousands of dollars),5439851
34041,"Warren, NJ",2,Population (persons) 1/,106869
34041,"Warren, NJ",3,Per capita personal income (dollars) 2/,50902
35001,"Bernalillo, NM",1,Personal income (thousands of dollars),26934446
35001,"Bernalillo, NM",2,Population (persons) 1/,676685
35001,"Bernalillo, NM",3,Per capita personal income (dollars) 2/,39804
35003,"Catron, NM",1,Personal income (thousands of dollars),112466
35003,"Catron, NM",2,Population (persons) 1/,3456
35003,"Catron, NM",3,Per capita personal income (dollars) 2/,32542
35005,"Chaves, NM",1,Personal income (thousands of dollars),2398143
35005,"Chaves, NM",2,Population (persons) 1/,65764
35005,"Chaves, NM",3,Per capita personal income (dollars) 2/,36466
35006,"Cibola, NM*",1,Personal income (thousands of dollars),723090
35006,"Cibola, NM*",2,Population (persons) 1/,27329
35006,"Cibola, NM*",3,Per capita personal income (dollars) 2/,26459
35007,"Colfax, NM",1,Personal income (thousands of dollars),463322
35007,"Colfax, NM",2,Population (persons) 1/,12414
35007,"Colfax, NM",3,Per capita personal income (dollars) 2/,37323
35009,"Curry, NM",1,Personal income (thousands of dollars),2100805
35009,"Curry, NM",2,Population (persons) 1/,50398
35009,"Curry, NM",3,Per capita personal income (dollars) 2/,41684
35011,"De Baca, NM",1,Personal income (thousands of dollars),76919
35011,"De Baca, NM",2,Population (persons) 1/,1828
35011,"De Baca, NM",3,Per capita personal income (dollars) 2/,42078
35013,"Do̱a Ana, NM",1,Personal income (thousands of dollars),6907477
35013,"Do̱a Ana, NM",2,Population (persons) 1/,214295
35013,"Do̱a Ana, NM",3,Per capita personal income (dollars) 2/,32233
35015,"Eddy, NM",1,Personal income (thousands of dollars),3086680
35015,"Eddy, NM",2,Population (persons) 1/,57578
35015,"Eddy, NM",3,Per capita personal income (dollars) 2/,53609
35017,"Grant, NM",1,Personal income (thousands of dollars),1024897
35017,"Grant, NM",2,Population (persons) 1/,28609
35017,"Grant, NM",3,Per capita personal income (dollars) 2/,35824
35019,"Guadalupe, NM",1,Personal income (thousands of dollars),134948
35019,"Guadalupe, NM",2,Population (persons) 1/,4371
35019,"Guadalupe, NM",3,Per capita personal income (dollars) 2/,30873
35021,"Harding, NM",1,Personal income (thousands of dollars),30537
35021,"Harding, NM",2,Population (persons) 1/,698
35021,"Harding, NM",3,Per capita personal income (dollars) 2/,43749
35023,"Hidalgo, NM",1,Personal income (thousands of dollars),158161
35023,"Hidalgo, NM",2,Population (persons) 1/,4423
35023,"Hidalgo, NM",3,Per capita personal income (dollars) 2/,35759
35025,"Lea, NM",1,Personal income (thousands of dollars),2491168
35025,"Lea, NM",2,Population (persons) 1/,71180
35025,"Lea, NM",3,Per capita personal income (dollars) 2/,34998
35027,"Lincoln, NM",1,Personal income (thousands of dollars),768750
35027,"Lincoln, NM",2,Population (persons) 1/,19420
35027,"Lincoln, NM",3,Per capita personal income (dollars) 2/,39585
35028,"Los Alamos, NM",1,Personal income (thousands of dollars),1161661
35028,"Los Alamos, NM",2,Population (persons) 1/,17785
35028,"Los Alamos, NM",3,Per capita personal income (dollars) 2/,65317
35029,"Luna, NM",1,Personal income (thousands of dollars),731963
35029,"Luna, NM",2,Population (persons) 1/,24518
35029,"Luna, NM",3,Per capita personal income (dollars) 2/,29854
35031,"McKinley, NM",1,Personal income (thousands of dollars),1890080
35031,"McKinley, NM",2,Population (persons) 1/,76708
35031,"McKinley, NM",3,Per capita personal income (dollars) 2/,24640
35033,"Mora, NM",1,Personal income (thousands of dollars),224440
35033,"Mora, NM",2,Population (persons) 1/,4596
35033,"Mora, NM",3,Per capita personal income (dollars) 2/,48834
35035,"Otero, NM",1,Personal income (thousands of dollars),2192063
35035,"Otero, NM",2,Population (persons) 1/,64362
35035,"Otero, NM",3,Per capita personal income (dollars) 2/,34058
35037,"Quay, NM",1,Personal income (thousands of dollars),297296
35037,"Quay, NM",2,Population (persons) 1/,8455
35037,"Quay, NM",3,Per capita personal income (dollars) 2/,35162
35039,"Rio Arriba, NM",1,Personal income (thousands of dollars),1272889
35039,"Rio Arriba, NM",2,Population (persons) 1/,39465
35039,"Rio Arriba, NM",3,Per capita personal income (dollars) 2/,32254
35041,"Roosevelt, NM",1,Personal income (thousands of dollars),696299
35041,"Roosevelt, NM",2,Population (persons) 1/,19120
35041,"Roosevelt, NM",3,Per capita personal income (dollars) 2/,36417
35043,"Sandoval, NM",1,Personal income (thousands of dollars),5280960
35043,"Sandoval, NM",2,Population (persons) 1/,139394
35043,"Sandoval, NM",3,Per capita personal income (dollars) 2/,37885
35045,"San Juan, NM",1,Personal income (thousands of dollars),4485478
35045,"San Juan, NM",2,Population (persons) 1/,118737
35045,"San Juan, NM",3,Per capita personal income (dollars) 2/,37777
35047,"San Miguel, NM",1,Personal income (thousands of dollars),907830
35047,"San Miguel, NM",2,Population (persons) 1/,27967
35047,"San Miguel, NM",3,Per capita personal income (dollars) 2/,32461
35049,"Santa Fe, NM",1,Personal income (thousands of dollars),7536011
35049,"Santa Fe, NM",2,Population (persons) 1/,148686
35049,"Santa Fe, NM",3,Per capita personal income (dollars) 2/,50684
35051,"Sierra, NM",1,Personal income (thousands of dollars),403737
35051,"Sierra, NM",2,Population (persons) 1/,11282
35051,"Sierra, NM",3,Per capita personal income (dollars) 2/,35786
35053,"Socorro, NM",1,Personal income (thousands of dollars),563928
35053,"Socorro, NM",2,Population (persons) 1/,17256
35053,"Socorro, NM",3,Per capita personal income (dollars) 2/,32680
35055,"Taos, NM",1,Personal income (thousands of dollars),1136428
35055,"Taos, NM",2,Population (persons) 1/,32907
35055,"Taos, NM",3,Per capita personal income (dollars) 2/,34535
35057,"Torrance, NM",1,Personal income (thousands of dollars),445246
35057,"Torrance, NM",2,Population (persons) 1/,15485
35057,"Torrance, NM",3,Per capita personal income (dollars) 2/,28753
35059,"Union, NM",1,Personal income (thousands of dollars),138370
35059,"Union, NM",2,Population (persons) 1/,4201
35059,"Union, NM",3,Per capita personal income (dollars) 2/,32937
35061,"Valencia, NM*",1,Personal income (thousands of dollars),2327605
35061,"Valencia, NM*",2,Population (persons) 1/,75737
35061,"Valencia, NM*",3,Per capita personal income (dollars) 2/,30733
36001,"Albany, NY",1,Personal income (thousands of dollars),17539410
36001,"Albany, NY",2,Population (persons) 1/,309381
36001,"Albany, NY",3,Per capita personal income (dollars) 2/,56692
36003,"Allegany, NY",1,Personal income (thousands of dollars),1613885
36003,"Allegany, NY",2,Population (persons) 1/,47462
36003,"Allegany, NY",3,Per capita personal income (dollars) 2/,34004
36005,"Bronx, NY",1,Personal income (thousands of dollars),47217421
36005,"Bronx, NY",2,Population (persons) 1/,1455444
36005,"Bronx, NY",3,Per capita personal income (dollars) 2/,32442
36007,"Broome, NY",1,Personal income (thousands of dollars),7790742
36007,"Broome, NY",2,Population (persons) 1/,196567
36007,"Broome, NY",3,Per capita personal income (dollars) 2/,39634
36009,"Cattaraugus, NY",1,Personal income (thousands of dollars),2889337
36009,"Cattaraugus, NY",2,Population (persons) 1/,77922
36009,"Cattaraugus, NY",3,Per capita personal income (dollars) 2/,37080
36011,"Cayuga, NY",1,Personal income (thousands of dollars),2995037
36011,"Cayuga, NY",2,Population (persons) 1/,78288
36011,"Cayuga, NY",3,Per capita personal income (dollars) 2/,38257
36013,"Chautauqua, NY",1,Personal income (thousands of dollars),4767434
36013,"Chautauqua, NY",2,Population (persons) 1/,130779
36013,"Chautauqua, NY",3,Per capita personal income (dollars) 2/,36454
36015,"Chemung, NY",1,Personal income (thousands of dollars),3495794
36015,"Chemung, NY",2,Population (persons) 1/,87071
36015,"Chemung, NY",3,Per capita personal income (dollars) 2/,40149
36017,"Chenango, NY",1,Personal income (thousands of dollars),1855106
36017,"Chenango, NY",2,Population (persons) 1/,48844
36017,"Chenango, NY",3,Per capita personal income (dollars) 2/,37980
36019,"Clinton, NY",1,Personal income (thousands of dollars),3270634
36019,"Clinton, NY",2,Population (persons) 1/,81251
36019,"Clinton, NY",3,Per capita personal income (dollars) 2/,40253
36021,"Columbia, NY",1,Personal income (thousands of dollars),3121025
36021,"Columbia, NY",2,Population (persons) 1/,61509
36021,"Columbia, NY",3,Per capita personal income (dollars) 2/,50741
36023,"Cortland, NY",1,Personal income (thousands of dollars),1807127
36023,"Cortland, NY",2,Population (persons) 1/,48494
36023,"Cortland, NY",3,Per capita personal income (dollars) 2/,37265
36025,"Delaware, NY",1,Personal income (thousands of dollars),1666057
36025,"Delaware, NY",2,Population (persons) 1/,46053
36025,"Delaware, NY",3,Per capita personal income (dollars) 2/,36177
36027,"Dutchess, NY",1,Personal income (thousands of dollars),14468595
36027,"Dutchess, NY",2,Population (persons) 1/,295754
36027,"Dutchess, NY",3,Per capita personal income (dollars) 2/,48921
36029,"Erie, NY",1,Personal income (thousands of dollars),43164184
36029,"Erie, NY",2,Population (persons) 1/,922578
36029,"Erie, NY",3,Per capita personal income (dollars) 2/,46786
36031,"Essex, NY",1,Personal income (thousands of dollars),1570297
36031,"Essex, NY",2,Population (persons) 1/,38478
36031,"Essex, NY",3,Per capita personal income (dollars) 2/,40810
36033,"Franklin, NY",1,Personal income (thousands of dollars),1829491
36033,"Franklin, NY",2,Population (persons) 1/,50660
36033,"Franklin, NY",3,Per capita personal income (dollars) 2/,36113
36035,"Fulton, NY",1,Personal income (thousands of dollars),2092716
36035,"Fulton, NY",2,Population (persons) 1/,53992
36035,"Fulton, NY",3,Per capita personal income (dollars) 2/,38760
36037,"Genesee, NY",1,Personal income (thousands of dollars),2388827
36037,"Genesee, NY",2,Population (persons) 1/,58937
36037,"Genesee, NY",3,Per capita personal income (dollars) 2/,40532
36039,"Greene, NY",1,Personal income (thousands of dollars),2009937
36039,"Greene, NY",2,Population (persons) 1/,47625
36039,"Greene, NY",3,Per capita personal income (dollars) 2/,42203
36041,"Hamilton, NY",1,Personal income (thousands of dollars),244527
36041,"Hamilton, NY",2,Population (persons) 1/,4712
36041,"Hamilton, NY",3,Per capita personal income (dollars) 2/,51895
36043,"Herkimer, NY",1,Personal income (thousands of dollars),2344989
36043,"Herkimer, NY",2,Population (persons) 1/,63100
36043,"Herkimer, NY",3,Per capita personal income (dollars) 2/,37163
36045,"Jefferson, NY",1,Personal income (thousands of dollars),5078352
36045,"Jefferson, NY",2,Population (persons) 1/,117635
36045,"Jefferson, NY",3,Per capita personal income (dollars) 2/,43170
36047,"Kings, NY",1,Personal income (thousands of dollars),112702613
36047,"Kings, NY",2,Population (persons) 1/,2636735
36047,"Kings, NY",3,Per capita personal income (dollars) 2/,42743
36049,"Lewis, NY",1,Personal income (thousands of dollars),1074416
36049,"Lewis, NY",2,Population (persons) 1/,26957
36049,"Lewis, NY",3,Per capita personal income (dollars) 2/,39857
36051,"Livingston, NY",1,Personal income (thousands of dollars),2456344
36051,"Livingston, NY",2,Population (persons) 1/,64717
36051,"Livingston, NY",3,Per capita personal income (dollars) 2/,37955
36053,"Madison, NY",1,Personal income (thousands of dollars),2827407
36053,"Madison, NY",2,Population (persons) 1/,71849
36053,"Madison, NY",3,Per capita personal income (dollars) 2/,39352
36055,"Monroe, NY",1,Personal income (thousands of dollars),35970644
36055,"Monroe, NY",2,Population (persons) 1/,749600
36055,"Monroe, NY",3,Per capita personal income (dollars) 2/,47986
