date,max_temp,min_temp,mean_temp,mean_rh,events,cloud_cover
2011-5-8,66,55,62,81,Rain,3
2011-5-9,66,51,58,92,Fog,2
2011-5-10,68,53,60,93,NA,3
2011-5-11,68,57,62,95,Rain,5
2011-5-12,71,57,64,90,Fog-Rain,2
2011-5-13,69,59,64,85,NA,2
2011-5-14,66,57,62,84,Rain,2
2011-5-15,66,53,60,84,Rain,3
2011-5-16,64,57,60,75,Rain,5
2011-5-17,66,57,62,80,Rain,4
2011-5-18,59,48,54,74,Rain,2
2011-5-19,60,44,52,83,Rain,3
2011-5-20,62,48,55,91,Rain,3
2011-5-21,62,53,58,89,Rain,4
2011-5-22,62,50,56,91,NA,2
2011-5-23,62,48,55,91,Fog,1
2011-5-24,64,46,55,91,Fog,3
2011-5-25,66,60,63,90,Rain,4
2011-5-26,66,62,64,97,Rain,6
2011-5-27,64,57,60,89,NA,3
2011-5-28,62,57,60,81,Rain,5
2011-5-29,60,48,54,82,Rain,3
2011-5-30,60,51,56,72,NA,2
2011-5-31,60,50,55,88,Rain,4
2011-6-1,62,50,56,82,NA,3
2011-6-2,59,46,52,82,NA,4
2011-6-3,60,53,56,81,Rain,5
2011-6-4,62,59,60,88,Rain,5
2011-6-5,69,59,64,91,Rain,4
2011-6-6,62,57,60,94,Fog,6
2011-6-7,64,53,58,91,NA,3
2011-6-8,62,51,56,89,Rain,4
2011-6-9,59,50,54,94,Fog,3
2011-6-10,62,55,58,95,Rain,5
2011-6-11,62,55,58,94,Rain,3
2011-6-12,62,55,58,90,Rain,4
2011-6-13,60,53,56,78,Rain,5
2011-6-14,60,53,56,77,NA,6
2011-6-15,59,53,56,76,Rain,5
2011-6-16,60,50,55,83,Rain,3
2011-6-17,59,48,54,87,Rain,5
2011-6-18,68,57,62,90,Rain,5
2011-6-19,60,55,58,91,Rain,5
2011-6-20,59,50,54,97,Rain,4
2011-6-21,60,51,56,89,Rain,3
2011-6-22,59,48,55,84,Rain,6
2011-6-23,60,50,55,90,Rain,4
2011-6-24,59,48,54,91,Rain,3
2011-6-25,59,50,54,85,Rain,5
2011-6-26,55,48,52,80,Rain,1
2011-6-27,59,39,49,86,Rain,3
2011-6-28,59,48,54,91,Rain,3
2011-6-29,55,44,50,87,Rain,2
2011-6-30,53,41,47,79,NA,4
2011-7-1,55,41,48,87,NA,4
2011-7-2,59,41,50,85,NA,1
2011-7-3,57,46,52,87,NA,3
2011-7-4,55,46,50,84,NA,2
2011-7-5,57,51,54,83,NA,5
2011-7-6,59,50,54,82,Rain,4
2011-7-7,59,50,54,82,Rain,3
2011-7-8,55,48,52,82,Rain,3
2011-7-9,60,53,56,77,Rain,3
2011-7-10,62,51,56,80,Rain,4
2011-7-11,62,50,56,85,Rain,4
2011-7-12,57,48,52,78,Rain,4
2011-7-13,60,53,56,85,Rain,5
2011-7-14,59,48,54,85,Rain,5
2011-7-15,51,46,48,82,Rain,3
2011-7-16,57,44,50,87,Rain,4
2011-7-17,59,44,52,91,NA,2
2011-7-18,59,39,49,88,Fog,NA
2011-7-19,59,41,50,85,NA,1
2011-7-20,57,50,54,79,NA,5
2011-7-21,57,53,55,90,Rain,4
2011-7-22,60,53,56,85,Rain,4
2011-7-23,64,53,58,87,Rain,3
2011-7-24,57,50,54,86,Rain,5
2011-7-25,50,41,46,74,Rain,3
2011-7-26,55,35,45,74,NA,2
2011-7-27,59,41,50,84,Rain,4
2011-7-28,59,50,54,91,Rain,4
2011-7-29,55,50,52,84,Rain,5
2011-7-30,59,48,54,88,Rain,4
2011-7-31,57,42,50,84,Fog,1
2011-8-1,55,41,48,89,Rain,4
2011-8-2,55,46,50,82,NA,2
2011-8-3,57,44,50,83,NA,1
2011-8-4,55,44,50,80,NA,1
2011-8-5,59,48,54,89,Rain,4
2011-8-6,59,42,50,83,NA,5
2011-8-7,60,51,56,80,Rain,5
2011-8-8,57,48,54,72,NA,5
2011-8-9,55,48,52,86,NA,6
2011-8-10,60,44,52,78,NA,5
2011-8-11,62,53,58,89,Rain,4
2011-8-12,62,48,55,89,Rain-Thunderstorm,2
2011-8-13,59,48,54,94,Fog,2
2011-8-14,55,50,52,77,Rain,3
2011-8-15,50,39,44,77,Rain,4
2011-8-16,48,35,42,87,Rain,3
2011-8-17,51,37,44,76,NA,1
2011-8-18,53,39,46,76,NA,1
2011-8-19,53,39,46,76,NA,1
2011-8-20,55,41,48,82,NA,1
2011-8-21,57,35,46,84,NA,3
2011-8-22,59,39,49,87,NA,1
2011-8-23,59,48,54,87,NA,5
2011-8-24,57,48,52,87,Rain,6
2011-8-25,57,48,54,91,Rain,4
2011-8-26,59,42,50,86,NA,2
2011-8-27,60,44,52,84,NA,3
2011-8-28,62,48,55,92,Fog,3
2011-8-29,57,48,52,92,NA,3
2011-8-30,64,57,60,96,Fog-Rain,6
2011-8-31,60,51,56,89,Rain,5
2011-9-1,59,48,55,78,Rain,4
2011-9-2,57,48,52,79,Rain,3
2011-9-3,57,48,52,74,Rain,3
2011-9-4,59,46,54,81,Rain,4
2011-9-5,64,41,52,83,NA,1
2011-9-6,62,44,53,89,Fog,2
2011-9-7,60,46,53,88,Fog,3
2011-9-8,60,48,54,83,NA,2
2011-9-9,62,42,52,80,NA,1
2011-9-10,62,44,53,80,NA,4
2011-9-11,60,50,55,87,Rain-Thunderstorm,4
2011-9-12,60,50,55,79,Rain,4
2011-9-13,57,50,54,79,Rain,5
2011-9-14,59,51,55,81,Rain,4
2011-9-15,60,51,56,82,Rain,4
2011-9-16,59,50,54,77,Rain,3
2011-9-17,60,51,56,82,Rain,3
2011-9-18,59,48,54,90,Rain,3
2011-9-19,60,50,55,86,NA,5
2011-9-20,57,50,54,70,Rain,2
2011-9-21,57,42,50,78,NA,5
2011-9-22,60,48,54,84,Rain,6
2011-9-23,62,48,55,81,NA,3
2011-9-24,64,46,55,81,NA,3
2011-9-25,55,51,53,87,Rain,4
2011-9-26,57,48,52,72,Rain,2
2011-9-27,59,39,49,80,NA,1
2011-9-28,59,44,52,81,NA,2
2011-9-29,64,48,56,79,NA,1
2011-9-30,64,48,56,74,NA,3
2011-10-1,60,51,56,79,NA,4
2011-10-2,62,59,60,88,Rain,6
2011-10-3,64,60,62,94,Rain,6
2011-10-4,68,55,62,79,NA,3
2011-10-5,68,51,60,82,NA,2
2011-10-6,66,51,58,80,NA,3
2011-10-7,62,51,56,80,NA,3
2011-10-8,62,53,58,73,NA,3
2011-10-9,62,48,55,79,NA,2
2011-10-10,62,53,58,84,Rain,4
2011-10-11,66,59,62,91,Rain,5
2011-10-12,64,59,62,93,Rain,6
2011-10-13,62,53,58,92,Rain,5
2011-10-14,62,51,56,80,NA,3
2011-10-15,64,50,57,81,Rain,2
2011-10-16,62,51,56,79,NA,2
2011-10-17,64,48,56,90,Rain,3
2011-10-18,60,51,56,82,Rain,4
2011-10-19,57,48,52,87,Rain,4
2011-10-20,60,50,55,80,NA,1
2011-10-21,66,55,60,84,NA,4
2011-10-22,62,57,60,85,Rain,6
2011-10-23,64,55,60,87,NA,5
2011-10-24,62,50,56,77,NA,3
2011-10-25,64,53,58,75,NA,4
2011-10-26,66,53,60,84,NA,5
2011-10-27,69,55,62,82,NA,3
2011-10-28,66,59,62,79,NA,5
2011-10-29,69,57,63,83,Rain,5
2011-10-30,71,55,63,79,NA,2
2011-10-31,69,53,61,80,Rain,3
2011-11-1,68,60,64,89,Rain,5
2011-11-2,68,59,64,82,Rain,5
2011-11-3,66,57,62,81,Rain,4
2011-11-4,66,57,62,73,Rain,3
2011-11-5,60,53,56,76,Rain,4
2011-11-6,62,51,56,78,Rain,4
2011-11-7,64,55,60,81,Rain,5
2011-11-8,66,55,60,82,Rain,5
2011-11-9,64,59,62,92,Rain,6
2011-11-10,68,59,64,81,Rain,5
2011-11-11,64,50,57,71,NA,1
2011-11-12,62,53,58,84,Rain,5
2011-11-13,64,57,60,77,NA,5
2011-11-14,64,53,58,71,Rain,5
2011-11-15,66,53,60,79,NA,2
2011-11-16,64,57,60,81,NA,4
2011-11-17,62,55,58,76,NA,3
2011-11-18,64,57,60,71,Rain,4
2011-11-19,64,55,60,66,Rain,3
2011-11-20,64,57,60,71,NA,5
2011-11-21,71,53,62,79,Rain,4
2011-11-22,68,57,64,75,NA,3
2011-11-23,73,50,62,79,NA,4
2011-11-24,66,57,62,81,Rain,5
2011-11-25,62,57,60,79,Rain,6
2011-11-26,64,57,60,78,Rain,6
2011-11-27,66,57,62,73,NA,4
2011-11-28,73,55,64,81,NA,5
2011-11-29,66,59,62,87,Rain,5
2011-11-30,66,57,62,74,NA,4
2011-12-1,69,55,62,66,NA,4
2011-12-2,73,55,64,81,Rain,3
2011-12-3,75,59,67,80,NA,4
2011-12-4,66,64,65,91,Rain,6
2011-12-5,73,60,66,87,NA,4
2011-12-6,73,60,68,81,Rain,4
2011-12-7,68,59,64,78,NA,3
2011-12-8,69,60,64,76,NA,2
2011-12-9,75,55,65,77,NA,2
2011-12-10,68,62,65,74,NA,5
2011-12-11,69,60,64,69,NA,5
2011-12-12,66,60,63,90,Rain,7
2011-12-13,68,62,65,91,Rain,7
2011-12-14,68,62,66,86,Rain,5
2011-12-15,66,62,64,96,Rain,6
2011-12-16,69,59,64,83,Rain,4
2011-12-17,71,60,66,85,Rain,5
2011-12-18,60,55,58,94,Rain,6
2011-12-19,68,55,62,79,NA,4
2011-12-20,71,53,62,83,NA,3
2011-12-21,71,53,62,81,Rain,3
2011-12-22,71,57,64,81,Rain,3
2011-12-23,71,59,65,76,NA,4
2011-12-24,71,53,62,72,NA,3
2011-12-25,71,57,64,73,NA,4
2011-12-26,71,60,66,74,NA,3
2011-12-27,71,55,63,73,NA,2
2011-12-28,71,62,66,73,NA,4
2011-12-29,71,66,68,82,Rain,4
2011-12-30,69,66,68,96,Rain,6
2011-12-31,73,68,70,94,Rain,6
2012-1-1,71,64,68,90,Rain,6
2012-1-2,66,62,64,80,Rain,6
2012-1-3,73,59,66,81,NA,5
2012-1-4,71,60,66,87,Rain,5
2012-1-5,73,62,68,80,NA,4
2012-1-6,75,60,68,76,NA,3
2012-1-7,66,60,63,90,Rain,3
2012-1-8,66,60,63,95,Rain,6
2012-1-9,73,62,68,85,Rain,6
2012-1-10,69,62,66,87,Rain,6
2012-1-11,73,57,65,83,Rain,3
2012-1-12,71,62,66,86,Rain,4
2012-1-13,73,64,68,74,Rain,5
2012-1-14,69,60,64,76,Rain,3
2012-1-15,73,60,66,81,Rain,3
2012-1-16,69,60,64,70,NA,2
2012-1-17,68,57,62,80,Rain,3
2012-1-18,73,55,64,77,NA,2
2012-1-19,73,59,66,79,NA,1
2012-1-20,73,60,66,80,NA,3
2012-1-21,71,64,68,77,Rain,4
2012-1-22,69,62,66,80,Rain,5
2012-1-23,66,59,62,60,NA,2
2012-1-24,69,51,60,68,NA,1
2012-1-25,71,62,66,76,NA,2
2012-1-26,73,62,68,68,NA,4
2012-1-27,69,60,64,74,Rain,4
2012-1-28,68,55,62,68,NA,4
2012-1-29,71,62,66,73,NA,6
2012-1-30,75,59,67,79,NA,4
2012-1-31,75,60,68,79,NA,3
2012-2-1,73,59,66,81,NA,3
2012-2-2,75,64,70,86,Rain,5
2012-2-3,69,64,66,82,Rain,6
2012-2-4,69,60,66,71,NA,4
2012-2-5,71,60,66,69,NA,2
2012-2-6,71,59,65,72,NA,3
2012-2-7,75,57,66,71,Rain,3
2012-2-8,75,59,67,81,NA,2
2012-2-9,75,62,68,79,NA,2
2012-2-10,77,62,70,80,NA,3
2012-2-11,73,62,68,81,Rain,3
2012-2-12,71,59,65,87,Rain,7
2012-2-13,75,64,70,84,Rain,5
2012-2-14,75,60,68,81,NA,4
2012-2-15,69,62,66,89,Rain,4
2012-2-16,77,60,68,83,Rain,3
2012-2-17,71,60,66,85,NA,3
2012-2-18,75,60,68,82,NA,2
2012-2-19,75,59,67,78,NA,1
2012-2-20,77,62,70,74,NA,2
2012-2-21,78,60,69,81,NA,3
2012-2-22,73,68,70,87,Rain,5
2012-2-23,71,66,68,90,Rain,6
2012-2-24,75,66,70,75,NA,3
2012-2-25,69,62,66,71,Rain,3
2012-2-26,71,59,65,73,Rain,3
2012-2-27,73,57,65,76,Rain,3
2012-2-28,71,57,64,76,NA,3
2012-2-29,69,59,64,84,Rain,4
2012-3-1,68,62,65,76,Rain,4
2012-3-2,68,60,64,70,Rain,4
2012-3-3,66,59,63,77,Rain,5
2012-3-4,68,51,60,65,NA,1
2012-3-5,69,51,60,73,NA,2
2012-3-6,69,53,61,77,NA,2
2012-3-7,73,57,65,80,Rain,4
2012-3-8,69,59,64,78,Rain,3
2012-3-9,73,55,64,67,NA,NA
2012-3-10,69,59,64,78,NA,6
2012-3-11,69,62,66,96,Rain,6
2012-3-12,66,60,63,88,Rain,5
2012-3-13,69,62,66,78,NA,4
2012-3-14,69,57,63,74,NA,3
2012-3-15,71,55,63,76,Rain,3
2012-3-16,71,55,63,75,NA,1
2012-3-17,69,60,64,79,Rain,2
2012-3-18,71,60,66,83,NA,6
2012-3-19,64,59,62,93,Rain,3
2012-3-20,73,59,66,84,Rain,4
2012-3-21,69,62,66,92,Rain,6
2012-3-22,75,59,67,88,NA,3
2012-3-23,71,62,68,87,Rain,3
2012-3-24,71,60,66,90,Rain,6
2012-3-25,69,60,66,81,Rain,5
2012-3-26,66,55,62,69,NA,2
2012-3-27,68,51,60,82,NA,2
2012-3-28,68,53,60,87,NA,3
2012-3-29,71,55,63,78,NA,2
2012-3-30,68,51,60,78,NA,2
2012-3-31,73,55,64,79,NA,3
2012-4-1,71,57,64,83,Rain,3
2012-4-2,68,60,64,81,NA,3
2012-4-3,71,60,66,73,NA,2
2012-4-4,75,64,70,68,NA,1
2012-4-5,75,62,68,69,NA,2
2012-4-6,71,53,62,69,NA,1
2012-4-7,66,53,60,75,Rain,3
2012-4-8,68,55,62,78,NA,1
2012-4-9,68,55,62,83,NA,2
2012-4-10,69,53,61,89,NA,2
2012-4-11,69,57,63,89,Rain,5
2012-4-12,68,60,64,87,Rain,4
2012-4-13,66,60,63,80,Rain,4
2012-4-14,68,57,62,81,Fog-Rain,4
2012-4-15,68,53,60,88,Fog,3
2012-4-16,69,53,61,88,NA,3
2012-4-17,66,55,62,84,NA,5
2012-4-18,68,53,60,82,NA,2
2012-4-19,64,48,56,73,NA,4
2012-4-20,64,51,58,77,NA,3
2012-4-21,66,48,57,78,NA,2
2012-4-22,66,48,57,82,NA,1
2012-4-23,68,50,59,80,NA,2
2012-4-24,68,50,59,77,NA,3
2012-4-25,69,55,62,69,NA,4
2012-4-26,69,60,64,84,Rain,4
2012-4-27,71,60,66,87,Rain,5
2012-4-28,66,59,62,77,Rain,5
2012-4-29,66,57,62,79,NA,6
2012-4-30,62,55,58,76,Rain,4
2012-5-1,62,53,58,73,Rain,2
2012-5-2,59,46,52,66,NA,1
2012-5-3,60,42,51,79,NA,1
2012-5-4,62,44,53,82,NA,1
2012-5-5,64,44,54,83,NA,3
2012-5-6,66,50,58,79,NA,2
2012-5-7,66,50,58,83,NA,3
2012-5-8,66,57,62,88,Rain,4
2012-5-9,62,53,58,97,Fog-Rain,5
2012-5-10,64,53,58,95,Fog,6
2012-5-11,62,57,60,81,Rain,3
2012-5-12,64,51,58,77,Rain,2
2012-5-13,68,51,60,88,NA,3
2012-5-14,66,55,62,89,Rain,4
2012-5-15,62,53,58,84,Rain,4
2012-5-16,60,50,55,81,Rain,3
2012-5-17,62,50,56,75,Rain,2
2012-5-18,64,55,60,75,Rain,3
2012-5-19,60,48,56,82,Rain,3
2012-5-20,60,42,51,86,NA,2
2012-5-21,62,48,55,87,NA,2
2012-5-22,57,44,50,83,NA,2
2012-5-23,60,41,50,88,Fog,1
2012-5-24,62,44,53,90,Fog,3
2012-5-25,62,46,54,89,Fog,3
2012-5-26,62,48,55,96,Fog,3
2012-5-27,62,55,58,90,Rain,3
2012-5-28,60,57,58,93,Rain,5
2012-5-29,59,46,54,75,Rain,3
2012-5-30,57,39,48,75,Rain,4
2012-5-31,60,50,56,87,Rain,4
2012-6-1,59,44,52,77,NA,NA
2012-6-2,60,41,50,87,NA,4
2012-6-3,62,51,56,88,Rain,5
2012-6-4,62,48,55,95,Rain,4
2012-6-5,62,51,56,94,Fog-Rain,4
2012-6-6,66,57,62,92,Rain,5
2012-6-7,57,50,54,89,Rain,4
2012-6-8,59,48,54,90,Rain,3
2012-6-9,62,51,56,86,Rain,4
2012-6-10,59,53,56,80,Rain,5
2012-6-11,60,53,56,84,NA,4
2012-6-12,59,44,52,76,Rain,3
2012-6-13,53,39,46,77,NA,NA
2012-6-14,57,41,49,86,NA,1
2012-6-15,55,41,48,89,NA,3
2012-6-16,53,41,47,77,NA,1
2012-6-17,53,35,44,74,NA,NA
2012-6-18,59,41,50,89,Rain,4
2012-6-19,60,50,55,91,Rain,3
2012-6-20,60,50,55,90,Rain,3
2012-6-21,60,48,54,91,Rain,2
2012-6-22,60,48,54,88,Rain,3
2012-6-23,60,46,53,86,NA,5
2012-6-24,59,51,55,89,Rain,4
2012-6-25,59,48,54,80,Rain,3
2012-6-26,59,50,54,83,Rain,4
2012-6-27,57,48,52,75,Rain,4
2012-6-28,59,51,55,79,Rain,4
2012-6-29,57,44,50,81,Rain,3
2012-6-30,51,39,45,80,NA,NA
2012-7-1,55,42,48,80,NA,3
2012-7-2,55,44,50,81,NA,4
2012-7-3,57,44,52,90,Fog-Rain,3
2012-7-4,59,44,52,94,Fog-Rain,4
2012-7-5,50,44,47,99,Fog,6
2012-7-6,57,42,50,93,Fog,5
2012-7-7,55,41,48,83,NA,1
2012-7-8,53,37,45,87,NA,NA
2012-7-9,55,37,46,89,NA,1
2012-7-10,55,37,46,90,Fog,1
2012-7-11,55,35,45,90,Fog,3
2012-7-12,57,48,52,78,NA,3
2012-7-13,59,48,54,79,NA,1
2012-7-14,60,48,54,85,NA,2
2012-7-15,59,57,58,94,Rain,4
2012-7-16,60,55,58,94,Rain,5
2012-7-17,59,51,55,81,Rain,4
2012-7-18,59,41,50,87,NA,1
2012-7-19,59,37,48,91,Fog,3
2012-7-20,60,41,50,85,NA,2
2012-7-21,60,53,56,78,Rain,3
2012-7-22,59,55,57,94,Rain,6
2012-7-23,62,53,58,97,Rain,6
2012-7-24,62,53,58,97,Fog-Rain,7
2012-7-25,62,55,58,95,Fog-Rain,5
2012-7-26,59,48,54,78,NA,2
2012-7-27,57,42,50,81,NA,1
2012-7-28,57,42,50,83,NA,2
2012-7-29,57,50,54,87,Rain,5
2012-7-30,59,53,56,91,Rain,4
2012-7-31,57,42,50,84,Rain,4
2012-8-1,60,42,51,87,Rain,3
2012-8-2,60,51,56,90,Rain,3
2012-8-3,60,48,54,89,NA,1
2012-8-4,62,50,56,93,Rain,3
2012-8-5,59,46,52,93,Rain,3
2012-8-6,60,46,53,91,Fog,2
2012-8-7,60,46,53,90,Rain,4
2012-8-8,53,48,50,92,Rain,3
2012-8-9,57,46,52,90,Rain,5
2012-8-10,60,44,52,85,NA,2
2012-8-11,62,44,53,89,Rain,4
2012-8-12,62,55,58,91,Rain,5
2012-8-13,60,53,56,90,Rain,4
2012-8-14,60,48,54,87,Rain,3
2012-8-15,60,46,53,93,Rain,3
2012-8-16,59,48,54,86,Rain,3
2012-8-17,59,46,52,86,Rain,3
2012-8-18,62,50,56,90,Rain,3
2012-8-19,60,51,56,96,Rain,5
2012-8-20,62,53,58,87,Rain,5
2012-8-21,59,51,55,86,Rain,3
2012-8-22,60,48,55,82,NA,1
2012-8-23,60,44,52,93,NA,2
2012-8-24,60,46,53,88,NA,2
2012-8-25,60,44,52,84,NA,2
2012-8-26,60,48,54,81,NA,2
2012-8-27,64,53,58,85,Rain,3
2012-8-28,59,48,54,78,NA,2
2012-8-29,62,42,52,81,NA,2
2012-8-30,59,48,54,76,NA,4
2012-8-31,62,44,53,76,NA,3
2012-9-1,59,46,52,75,NA,5
2012-9-2,60,55,58,70,Rain,4
2012-9-3,59,51,56,91,Rain,6
2012-9-4,59,51,55,78,Rain,4
2012-9-5,60,51,56,75,Rain,5
2012-9-6,62,51,56,82,NA,4
2012-9-7,66,55,60,74,NA,4
2012-9-8,64,55,60,84,Rain,4
2012-9-9,62,51,58,78,Rain,4
2012-9-10,60,53,56,74,Rain,3
2012-9-11,60,50,55,75,Rain,4
2012-9-12,53,44,48,67,Rain,2
2012-9-13,57,37,47,71,NA,1
2012-9-14,59,41,50,74,NA,2
2012-9-15,60,46,53,78,Rain,6
2012-9-16,62,51,56,94,Rain,4
2012-9-17,62,51,56,89,Rain,4
2012-9-18,59,50,55,76,NA,4
2012-9-19,59,42,50,84,NA,4
2012-9-20,60,48,54,83,Rain,3
2012-9-21,60,46,54,74,NA,3
2012-9-22,60,46,53,74,NA,2
2012-9-23,60,48,54,84,Rain,3
2012-9-24,60,48,54,76,NA,3
2012-9-25,62,48,55,72,Rain,3
2012-9-26,64,53,58,85,Rain,5
2012-9-27,60,55,58,83,Rain,3
2012-9-28,62,53,58,85,Rain,4
2012-9-29,68,55,62,87,NA,3
2012-9-30,64,55,60,80,NA,4
2012-10-1,NA,NA,NA,NA,NA,NA
2012-10-1,62,55,58,84,Rain,5
2012-10-2,60,51,56,74,Rain,4
2012-10-3,62,51,56,82,Rain,5
2012-10-4,60,53,56,78,Rain,5
2012-10-5,62,53,58,73,Rain,4
2012-10-6,62,51,56,81,Rain,5
2012-10-7,60,50,56,69,Rain,4
2012-10-8,68,50,59,86,Rain,5
2012-10-9,66,53,60,77,NA,2
2012-10-10,62,48,55,86,NA,2
2012-10-11,62,48,55,82,NA,3
2012-10-12,66,44,55,81,NA,2
2012-10-13,66,57,62,84,Rain,5
2012-10-14,60,53,56,70,Rain,4
2012-10-15,60,51,56,75,Rain,3
2012-10-16,60,53,56,75,Rain,4
2012-10-17,66,53,60,77,Rain,4
2012-10-18,62,53,60,78,Rain,5
2012-10-19,59,51,55,72,Rain,4
2012-10-20,60,50,56,67,NA,2
2012-10-21,62,50,56,90,Rain,6
2012-10-22,64,57,60,82,Rain,4
2012-10-23,57,51,54,83,Rain,4
2012-10-24,62,42,52,59,NA,1
2012-10-25,60,42,51,78,NA,2
2012-10-26,64,55,60,80,NA,3
2012-10-27,66,48,57,82,NA,2
2012-10-28,66,51,58,83,Rain,3
2012-10-29,69,55,62,86,Rain,4
2012-10-30,68,55,62,76,NA,2
2012-10-31,62,55,58,84,NA,6
2012-11-1,66,57,62,78,NA,5
2012-11-2,64,57,60,76,NA,6
2012-11-3,64,55,60,78,Rain,5
2012-11-4,59,53,56,65,Rain,5
2012-11-5,62,53,58,70,Rain,4
2012-11-6,64,51,58,76,Rain,3
2012-11-7,60,51,56,81,Rain,4
2012-11-8,64,48,56,82,Rain,3
2012-11-9,64,48,56,80,NA,2
2012-11-10,64,55,60,77,NA,3
2012-11-11,64,53,58,82,Rain,5
2012-11-12,62,53,58,82,Rain,3
2012-11-13,66,51,58,79,NA,2
2012-11-14,62,55,58,74,Rain,4
2012-11-15,66,55,60,81,Rain,4
2012-11-16,64,55,60,74,Rain,4
2012-11-17,64,55,60,88,Rain,6
2012-11-18,64,57,60,72,Rain,4
2012-11-19,64,51,58,64,NA,2
2012-11-20,66,50,58,71,NA,2
2012-11-21,69,51,60,77,NA,2
2012-11-22,71,59,65,70,NA,3
2012-11-23,69,55,62,72,NA,2
2012-11-24,66,55,60,75,NA,3
2012-11-25,68,59,64,72,NA,6
2012-11-26,69,59,64,75,Rain,5
2012-11-27,66,59,62,75,Rain,4
2012-11-28,69,57,63,79,Rain,5
2012-11-29,64,59,62,87,Rain,6
2012-11-30,64,57,60,67,NA,5
2012-12-1,66,55,60,67,NA,4
2012-12-2,66,59,62,81,Rain,6
2012-12-3,69,59,64,87,Rain,5
2012-12-4,69,51,60,81,NA,3
2012-12-5,71,62,66,95,Rain,5
2012-12-6,71,62,66,90,Rain-Thunderstorm,4
2012-12-7,64,55,60,76,Rain,4
2012-12-8,68,55,62,71,Rain,3
2012-12-9,66,51,58,77,NA,1
2012-12-10,68,51,60,77,NA,2
2012-12-11,66,59,62,78,Rain,6
2012-12-12,73,60,66,72,NA,4
2012-12-13,73,59,66,74,NA,3
2012-12-14,NA,NA,NA,NA,NA,NA
2012-12-15,NA,NA,NA,NA,NA,NA
2012-12-16,NA,NA,NA,NA,NA,NA
2012-12-17,NA,NA,NA,NA,NA,NA
2012-12-18,NA,NA,NA,NA,NA,NA
2012-12-19,NA,NA,NA,NA,NA,NA
2012-12-20,71,66,70,81,NA,5
2012-12-21,78,66,72,77,NA,5
2012-12-22,77,62,70,79,NA,4
2012-12-23,77,64,70,76,NA,4
2012-12-24,78,69,74,83,NA,5
2012-12-25,75,69,72,90,Rain,6
2012-12-26,73,68,70,94,Rain,6
2012-12-27,75,66,70,89,NA,6
2012-12-28,75,68,72,87,Rain,5
2012-12-29,78,62,70,81,NA,3
2012-12-30,78,66,72,84,NA,4
2012-12-31,71,60,66,65,NA,3
2013-1-1,73,59,66,65,NA,1
2013-1-2,77,57,67,71,NA,3
2013-1-3,68,60,64,79,Rain,4
2013-1-4,69,59,64,64,NA,2
2013-1-5,73,57,65,68,NA,1
2013-1-6,77,59,68,74,NA,1
2013-1-7,71,62,66,83,NA,5
2013-1-8,71,62,66,70,NA,6
2013-1-9,77,59,68,75,NA,4
2013-1-10,80,64,72,72,NA,5
2013-1-11,78,62,70,75,NA,2
2013-1-12,78,66,72,84,Rain,5
2013-1-13,78,66,72,82,NA,5
2013-1-14,75,66,70,84,Rain,5
2013-1-15,77,62,70,77,Rain,4
2013-1-16,71,62,66,69,NA,5
2013-1-17,71,59,65,74,Rain,4
2013-1-18,69,59,64,60,Rain,3
2013-1-19,71,57,64,70,NA,2
2013-1-20,71,62,66,80,NA,4
2013-1-21,71,62,66,72,NA,4
2013-1-22,77,60,68,71,NA,2
2013-1-23,77,64,70,68,NA,2
2013-1-24,78,62,70,72,NA,2
2013-1-25,80,64,72,66,NA,3
2013-1-26,73,59,66,59,NA,2
2013-1-27,75,60,68,60,NA,2
2013-1-28,78,59,68,62,NA,1
2013-1-29,78,55,66,67,NA,1
2013-1-30,77,60,68,64,NA,2
2013-1-31,78,62,70,62,NA,4
2013-2-1,78,62,70,65,NA,4
2013-2-2,78,62,70,71,NA,4
2013-2-3,80,64,72,79,NA,5
2013-2-4,75,69,72,95,Rain,7
2013-2-5,69,59,64,77,Rain,4
2013-2-6,69,51,60,60,NA,1
2013-2-7,60,53,58,88,NA,NA
2013-2-8,75,59,67,72,NA,1
2013-2-9,73,59,66,74,NA,2
2013-2-10,73,59,66,69,NA,4
2013-2-11,75,57,66,75,NA,2
2013-2-12,75,59,67,76,NA,2
2013-2-13,71,60,66,79,Rain,4
2013-2-14,71,62,66,67,Rain,3
2013-2-15,73,62,68,70,Rain,6
2013-2-16,73,64,68,70,Rain,6
2013-2-17,73,62,68,74,NA,4
2013-2-18,78,59,68,76,NA,2
2013-2-19,77,64,70,78,NA,4
2013-2-20,77,64,70,66,NA,4
2013-2-21,77,59,68,80,NA,2
2013-2-22,77,60,68,76,NA,3
2013-2-23,78,62,70,68,NA,4
2013-2-24,77,59,68,75,NA,1
2013-2-25,77,57,67,66,NA,1
2013-2-26,77,60,68,67,NA,3
2013-2-27,77,62,70,72,NA,3
2013-2-28,75,60,68,78,NA,3
2013-3-1,73,66,70,72,NA,6
2013-3-2,73,62,68,75,NA,4
2013-3-3,75,62,68,82,Rain,3
2013-3-4,73,66,70,73,NA,6
2013-3-5,73,62,68,69,NA,5
2013-3-6,73,57,65,78,NA,3
2013-3-7,78,60,69,64,NA,3
2013-3-8,77,60,68,79,NA,2
2013-3-9,80,59,70,67,NA,1
2013-3-10,78,57,68,67,NA,1
2013-3-11,78,57,68,75,NA,NA
